city,state,address_1,postal_code,classification,reason_for_recall,product_description,product_quantity,status,dt_report_date,dt_termination_date,report_year,report_month,report_day
Bridgewater,NJ,10 Finderne Ave,08807-3365,Class II,Undeclared egg allergen,Fermentation Derived Pepsin  Product packaging: 5 individual LDPE bags with a net weight of 5kg each and 2.5kg sample bags packaged in 25 kg HDPE Drums,370 kg s,Terminated,2021-09-15,2022-06-10,2021,9,15
South El Monte,CA,2111 Chico Ave,91733-1606,Class I,Undeclared egg,"Giai Phat Featherback Fish Ball NET WT. 11 oz. (312g)  Ingredients: Fish meat (may contain Surimi (Japanese Threadfin Bream, Sugar, Polyphosphate) Lady Fish and or Featherback Fish) Water, Tapioca Flour, Salt, Monosodium Glutamate, Garlic Powder, White Pepper, Baking Powder (Sodium Acid, Bicarbonate, Corn Starch, and Monocalcium Phosphate), and Spice.  Keep Product Refrigerated at 38F or Below.  May Be Frozen  Item # 21113  Distributed By: 888 Food CO.  S. El Monte, CA 91733","335,401 bags (total)",Terminated,2022-06-29,2023-01-31,2022,6,29
Rock Valley,IA,1438 Main St,51247-1224,Class I,Bakery products which contain an ingredient which contain egg do not declare egg on the label,"Blueberry Tea Ring, Valley Bakery, Rock Valley, IA, 1 count. UPC 290404306000, packaged in clear plastic bags",Unknown,Terminated,2017-05-03,2017-07-17,2017,5,3
Austin,TX,550 Bowie St,78703-4644,Class I,Potential to contain undeclared egg,"Macaroni & Cheese, chef s case; Macaroni & Cheese, packaged in clear plastic container; Macaroni & Cheese, online and catering product code begins with 286501, 263608, 114449, or 109866",580.91units (total of all products),Terminated,2020-12-02,2020-12-04,2020,12,2
Rock Valley,IA,1438 Main St,51247-1224,Class I,Bakery products which contain an ingredient which contain egg do not declare egg on the label,"Raisin Buns, Valley Bakery, Rock Valley, IA, 12 count. UPC 290211803006, packaged in clear plastic bags",15 retail packages,Terminated,2017-05-03,2017-07-17,2017,5,3
Kent,WA,"23444 30th Ave S., Space #104",98032-2807,Class I,"Butter Creek Farms, Inc  is recalling Nutty Cow Chip Cookies due to undeclared Walnut, Egg, Wheat, Soy, and Milk (butter was listed). The firm sold single product or combined this product with other products in gift boxes from the website http://cowchipcookies.com/index.htm.","Nutty Cow Chips, Nutty Calf Chips, and Nutty Bull Chips cookies",unknown,Terminated,2014-04-09,2014-09-24,2014,4,9
Leavenworth,WA,10171 Chumstick Hwy,98826-8762,Class II,"Undeclared Wheat, Milk, Egg, Soy, or Sesame on retail packaged bread products due to no ingredient statements.","Ciabatta Loaves, Bosket Bread brand.  The Net weight of the products range from 1-1.5 lbs. No UPC.    Product is packaged in food grade plastic bag with the black Bosket Bread logo sticker on the front,  but without the ingredients statement affixed on a package.",2 units,Terminated,2022-01-19,2022-01-10,2022,1,19
Chicago,IL,5569 W. Northwest Highway,60630,Class II,"Undeclared Allergens - Egg, Milk, and Wheat",Chicago Sweet Connections: Paczkis - Strawberry Flavor packaged in a clear plastic clamshell  4 pack,989,Terminated,2022-03-16,2022-03-18,2022,3,16
Gardena,CA,1650 W El Segundo Blvd,90249-2010,Class I,Undeclared allergen; egg.,"Ottogi Jin Ramen Spicy  NET WT. 1lb 5.16oz, 600g (120gx5)  5PK     Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc.   1650 W. El Segundo Bl. Gardena, CA 90249","27,920 units",Terminated,2018-12-12,2019-04-26,2018,12,12
Eugene,OR,1150 Owen Loop S,97402-9199,Class I,"Sezam Kale Salad kits, 6.43 lbs, are recalled due to undeclared egg.  The wrong dressing packet was added to the Sezam Kale Salad kit and the dressing contains undeclared egg.","Sezam Kale Salad ingredient kits, net wt. 6.43 pound.  Ingredients are packaged individually and then placed in one large bag.  The ingredients from the kit was mixed and sold in deli cases at retail stores.  The product sold in deli cases has the UPC 2 11565 20216 1.",16 kits (6.43 lbs. per kit),Terminated,2018-03-07,2018-03-05,2018,3,7
La Crosse,WI,2340 Enterprise Ave,54603-1713,Class I,JayRobb Unflavored Egg White Protein Product is being recalled due to undeclared milk.,"Jay Robb Unflavored Egg White Protein, Net Weight 24 oz (1.5lbs) 680g.  Dietary Supplement.  UPC 03907-00492.  Jay Robb, Inc., Jupiter, FL  33458","1,956 pouches",Terminated,2018-12-12,2019-04-09,2018,12,12
Atlanta,GA,100 Naturally Fresh Blvd,30349,Class I,"The firm was notified by a customer that the outer case label indicates the product contains eggs. However, the primary product label does not include egg in the ingredient list.","Sysco Imperial Caesar Dressing NET CONTENTS 1 GAL (3.78 l) INGREDIENTS: Soybean Oil, Water, Distilled Vinegar, Parmesan Cheese***High Fructose Corn Syrup, Salt, Contains less than 2% of Ground Mustard, Spice, Dried Garlic, Anchovy Paste***Sodium Benzoate***Calcium Disodium EDTA***Xanthan Gum, Propylene Glycol, Alginate, Cayenne Peppers, Caramel Color, Garlic. CONTAINS: Fish (Anchovy), Milk, Soy. DISTRIBUTED BY SYSCO CORPORATION HOUSTON, TEXAS 77077 UPC 7 34730 58508 6",704 cs/4/1 gal plastic jugs,Terminated,2023-04-12,2023-07-25,2023,4,12
Chicago,IL,5569 W. Northwest Highway,60630,Class II,"Undeclared Allergens - Egg, Milk, and Wheat",Chicago Sweet Connections: Paczkis - Pineapple Flavor packaged in a clear plastic clamshell  4 pack,47,Terminated,2022-03-16,2022-03-18,2022,3,16
Swedesboro,NJ,406 Heron Dr Ste A,08085-1755,Class I,"Product recalled due to the potential of undeclared fish, wheat and egg allergens.","Wawa Garden Rotini Salad with Lite Creamy Caesar Dressing, Net Wt 8 oz. (227 g)    Bottom of container - Wawa Kale & Quinoa Salad Distributed by: Wawa, Inc. Wawa, PA 19063     UPC 726191066402","1,510 units",Terminated,2014-11-26,2015-06-02,2014,11,26
Gordonville,PA,4021B Old Philadelphia Pike,17529-9769,Class I,"Product labeling fails to declare allergens (egg, milk, soybean oil) contained in mayonnaise and yellow american cheese used as sub-ingredients (no label)","Sadie's Salads Broccoli Salad, 8 lb and 25 lb plastic tubs",Unknown,Terminated,2012-10-10,2013-10-18,2012,10,10
Bayonne,NJ,100 Pulaski St,07002-5003,Class I,The recall was initiated after it was discovered the label failed to list the common name Albumin as egg; also the species of fish was not declared in the ingredient statement.,"Lam Sheng Kee, Frozen White Fish Ball - Lobster Ball Net Weight 7 oz (200 G) - Sheng Lin Mark Trade Co. LTD 4 F. No 89, Ln. 528 Heping Road, Bade City, Taoyuan County 334, Taiwan (ROC).  Distributed by: Win Luck Trading Inc. 100 Pulaski Street, Bayonne, NJ  07002.  UPC  6949682804602",Unknown,Terminated,2013-05-29,2015-03-02,2013,5,29
Seattle,WA,4301 University Way Ne,98105-5808,Class II,"Ice cream grab n go Pint containers' labels do not declare any ingredients including allergens Egg, Milk, and Wheat.","Sweet Alchemy Blackberry Crumble ice cream, distributed in pints.  Label declares company name, flavor name, but does not declare ingredients and allergens.",12 pints,Terminated,2023-08-16,2023-09-11,2023,8,16
Rock Valley,IA,1438 Main St,51247-1224,Class I,Bakery products which contain an ingredient which contain egg do not declare egg on the label,"Almond Tea Ring, Valley Bakery, Rock Valley, IA, 1 count. UPC 290401508001, packaged in clear plastic bags",Unknown,Terminated,2017-05-03,2017-07-17,2017,5,3
Glendale,CA,601 Vine St,912041417,Class I,"Sugar Flowers Plus Inc of Glendale, CA is recalling Cake Decors Pastillage (gum paste) Flowers because of the undeclared use of egg white wash as a glue for the inner petals of flowers.",Pastillage (gum paste) Flowers,,Terminated,2013-01-23,2013-09-13,2013,1,23
Austin,TX,550 Bowie St,78703-4644,Class I,Undeclared lysozyme (from egg whites),Whole Foods Market La Marquesa Herb Manchego Raw Milk - Aged 60 days or More PLU 29399800000 Individual sliced cheese wrapped in plastic wrap with scale label on top.,12 lbs,Terminated,2020-09-09,2020-11-03,2020,9,9
Conestoga,PA,2601 River Rd,17516-9327,Class I,"The product was recalled because it may contain almond (tree-nut) and egg and, if eaten, could result in severe allergic reactions in persons sensitive to these ingredients.","On Lid:  Turkey Hill, Rocky Road, 48 FL. OZ.. In small letters at the top of the lid reads: ""Dutch Chocolate ice cream swirled with whipped marshmallow and butter-roasted almonds""    On body of Tub:  Turkey Hill Rocky Road, 48 FL. OZ.  On bottom of Tub:  Sell By May 23, 2017   UPC: 020735420911",6840 units,Terminated,2016-11-23,2017-02-15,2016,11,23
Rome,GA,5 Douglas St Se,30161-6984,Class II,The firm is recalling their flour based breading due to the presence of egg allergen which is not listed on the label.,"KERRY PRE IDQ 61-03 TND 50# 227262 300-121584, NET WEIGHT: 50 LB (22.68KG) INGREDIENTS: Bleached Enriched Wheat Flour***Bread Crumbs***Corn Syrup Solids, Dried Yeast, Soybean Oil, Salt, Mono and Diglycerides, Malted Barley Flour, Ammonium Sulfate, Leavening***Less Than 2% Silicon Dioxide (Anti-Caking), CONTAINS: WHEAT UPC 0 50576 24323 3 Kerry Inc. 3330 MIllington Road, Beloit, WI 53511",24/50 lb bags,Completed,2022-12-28,,2022,12,28
Middlebury,IN,1065 N 1150 W,46540-9340,Class I,Undeclared egg ingredient,"Rise n Roll Bakery & Deli, Apple Fritter, sold individually and  found in 6 count (436 g) UPC Code 6 26570 61744 0  or 12 count (861.83 g) UPC Code 6 26570 617457,   variety donut box identifying all donut varieties     Apple Fritter  Enriched wheat flour, apples, soybean oil, dextrose, cinnamon, salt, leavening, soy flour, dry whey, mono and diglycerides with BHT, sodium stearoyl, latylate, guar gum wheat starch, ascorbic acid, corn oil, beta carotene, citric acid, silicon dioxide, alpha tocopherols, tricalcium phosphate, soy shortening (palm oil, soybean oil, vitamin E)     GLAZE: Powdered sugar, conrnstarch, modified foodstarch (corn) and milk.     Contains wheat, soy and milk",Unknown,Terminated,2014-03-12,2014-04-23,2014,3,12
New Century,KS,101 Prairie Village Dr,66031-1112,Class I,Products potentially contain undeclared egg.,"BBQ Sauce, 200/0.88 oz Net Wt 11 lbs, Packed exclusively for Carl's Jr. Restaurants LLC, Hardee's Restaurants LLC, Carpinteria, CA. Packed packaged in plastic cups.",908 cases total,Terminated,2017-11-22,2018-03-01,2017,11,22
Brooklyn,NY,47 Bridgewater St # 57,11222-3820,Class I,"Product may contain undeclared allergens, specifically egg and milk","FuPaiYuan Matcha candies ""***Candy***NET WT 420G(14.8oz)***INGREDIENTS Glucose syrup, sugar, peanut, Matcha powder, shortening, salt, food additives (Gelatin, vanillin)***Allergies: Contains peanuts***RONG SHING TRADING NY INC***47-57 BRIDGEWATER STREET BROOKLYN NY 11222***BEST BEFORE: 8.25.2019***""",30 cartons; 20 bags/carton; total: 600 bags,Terminated,2019-10-02,2021-03-19,2019,10,2
Islip,NY,141 Freeman Ave,11751-1428,Class I,"Silver Lake Cookie Co., Inc. recalls Easter Egg Cookie due to the presence of undeclared egg.","Silver Lake Easter Egg Cookies, NET WT. 8 OZ (226g), UPC 0 37695 49817 1.  Silver Lake Cookie Company, Inc. 141 Freeman Ave., Islip, NY 11751.  MADE IN THE USA.",259 cases/24 pieces,Terminated,2015-04-29,2017-05-09,2015,4,29
Palmyra,PA,77 N Hetrick Ave,17078-1501,Class I,"Wegman's Potato Salad, Net Wt. 48 oz is being recalled for undeclared egg as the containers were labeled with a nutritional and ingredient statement from a different product.","Wegmans Wegmans Family Pack Potato Salad, Net Wt. 48 OZ; Ingredients: Pasta Shells***Water, Cucumbers, Feta Cheese...ect;  Allergens: Contains Milk and Wheat; Distributed By: Wegmans Food Markets, Inc., Rochester, NY 14603;    Sell By: 5/7/17   3379-4;  UPC: 7789024678",211 containers,Terminated,2017-05-24,2017-11-27,2017,5,24
Spokane,WA,210 W Pacific Ave,99201-3624,Class I,"Cranberry Orange Scones are recalled because they may contain undeclared Milk, Egg, Soy, and Wheat.","Cranberry Orange Scone, brand Mad Batter Bakery, net wt. 5 oz per unit.  Product is sold in a plastic film wrapper with labeling on the back of the package.",52/ 5 oz. units,Terminated,2017-01-04,2017-01-12,2017,1,4
Salinas,CA,1275 Hansen St,93901-4513,Class I,One production lot of Creamy Homestyle Coleslaw kit was inadvertently packed with organic dressing packet which contains egg and milk.  Only egg is declared on product labeling.,"Taylor Farms Creamy  Homestyle Coleslaw Kit, dressing included.  Green Cabbage, Carrots, Red Cabbage and Creamy coleslaw dressing. Triple washed and ready to enjoy.    Salad Net. WT. 11.5 oz. , Dressing NET WT. 3. FL. oz.   UPC: 030223040637",293 cases (6 x 11.5 ox. bags per case),Terminated,2017-08-30,2017-08-31,2017,8,30
Rock Valley,IA,1438 Main St,51247-1224,Class I,Bakery products which contain an ingredient which contain egg do not declare egg on the label,"Apricot Tea Ring, Valley Bakery, Rock Valley, IA, 1 count. UPC 290403306001, packaged in clear plastic bags",Unknown,Terminated,2017-05-03,2017-07-17,2017,5,3
Nashville,TN,636 Southgate Ave,37203-5516,Class I,The firm was notified by a customer that the product contains Dumplings with Chicken. The Dumplings with Chicken contains egg and wheat which are not listed on the label.,Southgate Hot Dog Chili Sauce 15 oz cans  UPC 0 71846 95242,200cs/12/15 oz cans,Terminated,2018-04-04,2019-03-25,2018,4,4
New Century,KS,101 Prairie Village Dr,66031-1112,Class I,Products potentially contain undeclared egg.,"West Creek Original BBQ Sauce, Net Contents 1 Gal, Distributed by Performance Food Group, Richmond, VA packaged in plastic jugs.",908 cases total,Terminated,2017-11-22,2018-03-01,2017,11,22
Brooklyn,NY,1300 Metropolitan Ave,11237-1104,Class I,"Product contains undeclared allergens, egg, crustacean, and pork.","Fuzhou Fish Balls, packaged in a blue and white package bag, in two sizes:   Net WT: 14 OZ (400g), UPC: 6 953640 05000 and Net WT:4.5 lbs. (2043g), UPC: 6 953640 050017. Keep Frozen.",,Terminated,2018-09-19,2019-11-14,2018,9,19
Columbus,OH,3838 Indianola Ave,43214-3202,Class III,"The firm was notified by their customer that the ingredient statement on their packets of LaRosa Creamy Garlic Dressing and LaRosa Italian Dressing were switched.  Therefore, rendering them to be misbranded due to undeclared Allergens of Milk, Egg and/or Sulfites.","LaRosa's Italian Dressing, 1.5oz plastic packet. Labeled in part, ""INGREDIENTS: Soybean Oil, Water, Cultured ?Buttermilk, Distilled Vinegar, Romano Cheese, Part Skim Milk***Egg Yolk***Whey Protein Concentrate***CONTAINS: MILK EGGS***Packed for LaRosa's Inc, Cincinnati, OH 45238"" UPC 0 70200 85107",1288 cs/60/1.5 oz packets,Terminated,2015-03-11,2015-10-02,2015,3,11
Paris,TN,125 N Blakemore St,38242-4283,Class I,"Almark Foods issued recall for possible Listeria monocytogenes in eggs, which is an ingredient used  in the production of egg salad.",12lb plastic bucket of Egg Salad   Sold as 2 - 12lb buckets per case,146 cases,Terminated,2020-02-05,2020-06-08,2020,2,5
Brisbane,CA,99 Park Ln,94005-1309,Class I,Labeling for Croissants sold in Northern CA fails to declare  egg in the ingredients list or allergen information. The croissants are manufactured with an egg wash.,"Croissant:: sold in self serve cases and 4 pack clamshell package.  Ingredients: Dough (enriched unbleached flour [wheat flour, malted barley flour, niacin, iron, thiamin, mononitrate, riboflavin, folic acid] water, butter, sugar, milk, yeast, salt, ascorbic acid, enzymes. Topping (egg spray). Contains Milk, Eggs, Wheat. This information is from the new label.    Manufactured by Bakers of Paris, Brisbane, CA for Whole Foods Markets.    UPC: Croissant 4 Pack Baker Paris, 241593 007995;             Self Serve case Croissant, 46000058529",891 single croissants,Terminated,2017-01-25,2017-01-18,2017,1,25
Santa Fe Springs,CA,15418 Cornet St,90670-5534,Class I,The firm initiated the recall because the product may contain egg yolk.,"Fruiti Pops Coconut Ice Bars, 4 oz. Product labeling reads in part:"" Fresh fruit bar Fruiti Pops Classic Coconut 4 FL OZ (118mL)***FRUITI POPS 15418 CORNET SANTA FE SPRINGS, CA 90670 PLANT NO. 06-4562***"".",178 dozens,Terminated,2012-07-18,2012-11-08,2012,7,18
Arlington,VA,3500 S Clark Pl,22202,Class II,"Undeclared Egg, Milk, Wheat",Alpenfest Style Sachertote NET WT 17.6 OZ (1 LB 1.6OZ) 500g Frozen UPC:2010 0889 Packaged in Cardboard Carton.,"948-1,000 units",Terminated,2023-08-23,2023-08-29,2023,8,23
El Monte,CA,10942 Klingerman St Ste B,91733-2712,Class I,Vegan Drumsticks were sampled by the FDA and found to contain egg that is not declared on the label.,"Vegan Drumsticks, 6.6 lb. bags. Ingredients: (NON GMO) Textured Soybean Fiber, Isolated Soy Protein, Soybean Oil, Sugar, Salt, Pepper Spice, Vegan Seasoning Keep Frozen","45 cases, 6 bags per case",Terminated,2022-11-16,2023-01-24,2022,11,16
Maryland Heights,MO,64 Weldon Pkwy,63043-3202,Class I,Undeclared allergen (egg),LuLu Chinese Express Korean Noodles (Japchae) w/ Vegetables. Net Wt 16oz.,54 containers,Terminated,2023-10-18,2023-10-13,2023,10,18
Gardena,CA,1650 W El Segundo Blvd,90249-2010,Class I,Undeclared allergen; egg.,"Ottogi Jin Ramen Mild  NET WT. 1lb 5.16oz, 600g (120gx5)  5PK     Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc.   1650 W. El Segundo Bl. Gardena, CA 90249",,Terminated,2018-12-12,2019-04-26,2018,12,12
Los Angeles,CA,800 W Olympic Blvd Ste 406,90015-1367,Class II,Undeclared allergen - egg,"Herbalife NutritionProtein Bar Deluxe - Chocolate Peanut flavor. 14 bars per carton Protein-based snack for energy and nutrition 14 bars 1.23 oz (35 g) each Net wt. 17.3 oz., (490 g) SKU: 0365US  Catalog Number: 0365   Formulated and Distributed by Herbalife International of America, Inc. Los Angeles, CA  Manufactured by Gustav Berning GmbH & Co., Germany","13,820 + 23 bars distributed as kits",Terminated,2022-03-23,2022-04-15,2022,3,23
Austin,TX,550 Bowie St,78703-4648,Class II,"This product (one specific lot code) was being held at the manufacturers' request in distribution centers upon receiving. The vendor had an initial positive result for egg protein in one of their regularly scheduled tests, but it occurred after the product had shipped. The manufacturer tested again when they received a second positive result. At this time the manufacturer authorized Whole Foods Ma","365 Organic Orzo, 16oz, 20 carton/case",56 cases (1120 cartons),Terminated,2013-03-20,2013-06-04,2013,3,20
